t,target_x,target_y,target_theta,pos_x,pos_y,pos_theta,pos_w0,pos_w1,pos_w2,target_vx,target_vy,target_vtheta
5.070000,-0.999985,0.000000,0.000000,-0.721907,0.002121,-0.009050,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.080000,-1.000189,0.000000,0.000000,-0.722462,0.002108,-0.009339,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.090000,-1.000189,0.000000,0.000000,-0.722954,0.002096,-0.009615,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.100000,-0.999985,0.000000,0.000000,-0.723356,0.002085,-0.009681,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.110000,-0.999985,0.000000,0.000000,-0.723732,0.002077,-0.009724,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.120000,-1.000189,0.000000,0.000000,-0.724100,0.002081,-0.009492,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.130000,-1.000189,0.000000,0.000000,-0.724429,0.002085,-0.009296,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.140000,-0.999985,0.000000,0.000000,-0.724732,0.002058,-0.009198,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.150000,-0.999985,0.000000,0.000000,-0.725006,0.002053,-0.009035,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.160000,-1.000189,0.000000,0.000000,-0.725273,0.002053,-0.008851,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.170000,-1.000189,0.000000,0.000000,-0.725507,0.002057,-0.008700,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.180000,-0.999985,0.000000,0.000000,-0.725716,0.002063,-0.008559,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.190000,-0.999985,0.000000,0.000000,-0.725917,0.002072,-0.008568,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.200000,-1.000189,0.000000,0.000000,-0.726103,0.002079,-0.008537,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.210000,-1.000189,0.000000,0.000000,-0.726261,0.002087,-0.008504,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.220000,-0.999985,0.000000,0.000000,-0.726388,0.002094,-0.008544,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.230000,-0.999985,0.000000,0.000000,-0.726512,0.002097,-0.008608,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.240000,-1.000189,0.000000,0.000000,-0.726629,0.002101,-0.008660,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.250000,-1.000189,0.000000,0.000000,-0.726711,0.002103,-0.008639,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.260000,-0.999985,0.000000,0.000000,-0.726779,0.002106,-0.008621,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.270000,-0.999985,0.000000,0.000000,-0.726850,0.002109,-0.008606,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.280000,-1.000189,0.000000,0.000000,-0.726920,0.002112,-0.008589,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.290000,-1.000189,0.000000,0.000000,-0.726968,0.002114,-0.008576,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.300000,-0.999985,0.000000,0.000000,-0.727003,0.002116,-0.008567,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.310000,-0.999985,0.000000,0.000000,-0.727042,0.002118,-0.008562,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.320000,-1.000189,0.000000,0.000000,-0.727078,0.002120,-0.008558,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.330000,-1.000189,0.000000,0.000000,-0.727099,0.002122,-0.008551,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.340000,-0.999985,0.000000,0.000000,-0.727114,0.002123,-0.008545,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.350000,-0.999985,0.000000,0.000000,-0.727136,0.002125,-0.008544,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.360000,-1.000189,0.000000,0.000000,-0.727157,0.002127,-0.008541,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.370000,-1.000189,0.000000,0.000000,-0.727163,0.002128,-0.008533,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.380000,-0.999985,0.000000,0.000000,-0.727164,0.002129,-0.008527,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.390000,-0.999985,0.000000,0.000000,-0.727172,0.002130,-0.008526,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.400000,-1.000189,0.000000,0.000000,-0.727179,0.002131,-0.008523,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.410000,-1.000189,0.000000,0.000000,-0.727174,0.002131,-0.008519,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.420000,-0.999985,0.000000,0.000000,-0.727163,0.002132,-0.008517,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.430000,-0.999985,0.000000,0.000000,-0.727161,0.002133,-0.008519,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.440000,-1.000189,0.000000,0.000000,-0.727159,0.002133,-0.008521,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.450000,-1.000189,0.000000,0.000000,-0.727145,0.002134,-0.008521,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.460000,-0.999985,0.000000,0.000000,-0.727127,0.002134,-0.008522,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.470000,-0.999985,0.000000,0.000000,-0.727117,0.002135,-0.008529,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.480000,-1.000189,0.000000,0.000000,-0.727107,0.002135,-0.008534,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.490000,-1.000189,0.000000,0.000000,-0.727086,0.002136,-0.008538,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.500000,-0.999985,0.000000,0.000000,-0.727061,0.002136,-0.008543,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.510000,-0.999985,0.000000,0.000000,-0.727057,0.002135,-0.008591,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.520000,-1.000189,0.000000,0.000000,-0.727058,0.002135,-0.008627,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.530000,-1.000189,0.000000,0.000000,-0.727047,0.002137,-0.008634,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.540000,-0.999985,0.000000,0.000000,-0.727034,0.002139,-0.008645,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.550000,-0.999985,0.000000,0.000000,-0.727031,0.002139,-0.008680,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.560000,-1.000189,0.000000,0.000000,-0.727029,0.002140,-0.008709,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.570000,-1.000189,0.000000,0.000000,-0.727015,0.002142,-0.008713,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.580000,-0.999985,0.000000,0.000000,-0.726999,0.002144,-0.008721,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.590000,-0.999985,0.000000,0.000000,-0.726993,0.002144,-0.008755,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.600000,-1.000189,0.000000,0.000000,-0.726988,0.002145,-0.008783,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.610000,-1.000189,0.000000,0.000000,-0.726972,0.002147,-0.008784,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.620000,-0.999985,0.000000,0.000000,-0.726953,0.002150,-0.008791,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.630000,-0.999985,0.000000,0.000000,-0.726944,0.002150,-0.008824,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.640000,-1.000189,0.000000,0.000000,-0.726937,0.002151,-0.008850,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.650000,-1.000189,0.000000,0.000000,-0.726930,0.002152,-0.008843,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.660000,-0.999985,0.000000,0.000000,-0.726922,0.002153,-0.008835,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.670000,-0.999985,0.000000,0.000000,-0.726927,0.002155,-0.008831,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.680000,-1.000189,0.000000,0.000000,-0.726935,0.002156,-0.008825,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.690000,-1.000189,0.000000,0.000000,-0.726930,0.002157,-0.008816,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.700000,-0.999985,0.000000,0.000000,-0.726921,0.002158,-0.008808,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.710000,-0.999985,0.000000,0.000000,-0.726925,0.002160,-0.008803,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.720000,-1.000189,0.000000,0.000000,-0.726932,0.002161,-0.008797,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.730000,-1.000189,0.000000,0.000000,-0.726924,0.002162,-0.008787,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.740000,-0.999985,0.000000,0.000000,-0.726914,0.002163,-0.008779,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.750000,-0.999985,0.000000,0.000000,-0.726917,0.002164,-0.008774,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.760000,-1.000189,0.000000,0.000000,-0.726922,0.002165,-0.008768,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.770000,-1.000189,0.000000,0.000000,-0.726914,0.002166,-0.008758,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.780000,-0.999985,0.000000,0.000000,-0.726902,0.002168,-0.008750,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.790000,-0.999985,0.000000,0.000000,-0.726904,0.002169,-0.008745,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.800000,-1.000189,0.000000,0.000000,-0.726909,0.002170,-0.008738,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.810000,-1.000189,0.000000,0.000000,-0.726900,0.002171,-0.008728,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.820000,-0.999985,0.000000,0.000000,-0.726888,0.002172,-0.008719,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.830000,-0.999985,0.000000,0.000000,-0.726890,0.002173,-0.008714,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.840000,-1.000189,0.000000,0.000000,-0.726894,0.002174,-0.008707,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.850000,-1.000189,0.000000,0.000000,-0.726885,0.002175,-0.008696,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.860000,-0.999985,0.000000,0.000000,-0.726873,0.002177,-0.008687,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.870000,-0.999985,0.000000,0.000000,-0.726875,0.002178,-0.008682,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.880000,-1.000189,0.000000,0.000000,-0.726879,0.002179,-0.008674,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.890000,-1.000189,0.000000,0.000000,-0.726870,0.002180,-0.008664,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.900000,-0.999985,0.000000,0.000000,-0.726858,0.002181,-0.008655,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.910000,-0.999985,0.000000,0.000000,-0.726860,0.002182,-0.008649,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.920000,-1.000189,0.000000,0.000000,-0.726864,0.002183,-0.008642,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.930000,-1.000189,0.000000,0.000000,-0.726855,0.002184,-0.008631,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.940000,-0.999985,0.000000,0.000000,-0.726843,0.002185,-0.008622,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.950000,-0.999985,0.000000,0.000000,-0.726844,0.002187,-0.008616,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
5.960000,-1.000189,0.000000,0.000000,-0.726849,0.002188,-0.008609,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
5.970000,-1.000189,0.000000,0.000000,-0.726839,0.002189,-0.008598,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.980000,-0.999985,0.000000,0.000000,-0.726827,0.002190,-0.008589,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
5.990000,-0.999985,0.000000,0.000000,-0.726829,0.002191,-0.008583,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.000000,-1.000189,0.000000,0.000000,-0.726833,0.002192,-0.008575,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.010000,-1.000189,0.000000,0.000000,-0.726824,0.002193,-0.008565,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.020000,-0.999985,0.000000,0.000000,-0.726812,0.002194,-0.008555,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.030000,-0.999985,0.000000,0.000000,-0.726814,0.002196,-0.008549,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.040000,-1.000189,0.000000,0.000000,-0.726818,0.002197,-0.008542,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.050000,-1.000189,0.000000,0.000000,-0.726809,0.002198,-0.008531,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.060000,-0.999985,0.000000,0.000000,-0.726797,0.002199,-0.008521,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.070000,-0.999985,0.000000,0.000000,-0.726798,0.002200,-0.008515,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.080000,-1.000189,0.000000,0.000000,-0.726803,0.002201,-0.008508,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.090000,-1.000189,0.000000,0.000000,-0.726794,0.002202,-0.008497,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.100000,-0.999985,0.000000,0.000000,-0.726782,0.002203,-0.008487,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.110000,-0.999985,0.000000,0.000000,-0.726784,0.002205,-0.008481,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.120000,-1.000189,0.000000,0.000000,-0.726788,0.002206,-0.008473,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.130000,-1.000189,0.000000,0.000000,-0.726779,0.002207,-0.008462,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.140000,-0.999985,0.000000,0.000000,-0.726767,0.002208,-0.008453,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.150000,-0.999985,0.000000,0.000000,-0.726769,0.002209,-0.008446,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.160000,-1.000189,0.000000,0.000000,-0.726774,0.002210,-0.008438,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.170000,-1.000189,0.000000,0.000000,-0.726765,0.002211,-0.008427,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.180000,-0.999985,0.000000,0.000000,-0.726753,0.002212,-0.008417,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.190000,-0.999985,0.000000,0.000000,-0.726755,0.002214,-0.008411,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.200000,-1.000189,0.000000,0.000000,-0.726760,0.002215,-0.008403,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.210000,-1.000189,0.000000,0.000000,-0.726751,0.002216,-0.008392,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.220000,-0.999985,0.000000,0.000000,-0.726739,0.002217,-0.008382,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.230000,-0.999985,0.000000,0.000000,-0.726742,0.002218,-0.008375,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.240000,-1.000189,0.000000,0.000000,-0.726746,0.002219,-0.008367,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.250000,-1.000189,0.000000,0.000000,-0.726738,0.002220,-0.008355,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.260000,-0.999985,0.000000,0.000000,-0.726726,0.002221,-0.008345,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.270000,-0.999985,0.000000,0.000000,-0.726728,0.002223,-0.008339,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.280000,-1.000189,0.000000,0.000000,-0.726733,0.002224,-0.008330,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.290000,-1.000189,0.000000,0.000000,-0.726725,0.002225,-0.008319,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.300000,-0.999985,0.000000,0.000000,-0.726713,0.002226,-0.008309,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.310000,-0.999985,0.000000,0.000000,-0.726716,0.002227,-0.008302,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.320000,-1.000189,0.000000,0.000000,-0.726721,0.002228,-0.008294,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.330000,-1.000189,0.000000,0.000000,-0.726712,0.002229,-0.008282,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.340000,-0.999985,0.000000,0.000000,-0.726701,0.002230,-0.008272,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.350000,-0.999985,0.000000,0.000000,-0.726703,0.002231,-0.008265,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.360000,-1.000189,0.000000,0.000000,-0.726709,0.002233,-0.008256,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.370000,-1.000189,0.000000,0.000000,-0.726700,0.002234,-0.008245,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.380000,-0.999985,0.000000,0.000000,-0.726689,0.002235,-0.008234,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.390000,-0.999985,0.000000,0.000000,-0.726692,0.002236,-0.008227,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.400000,-1.000189,0.000000,0.000000,-0.726697,0.002237,-0.008219,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.410000,-1.000189,0.000000,0.000000,-0.726689,0.002238,-0.008207,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.420000,-0.999985,0.000000,0.000000,-0.726678,0.002239,-0.008196,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.430000,-0.999985,0.000000,0.000000,-0.726680,0.002240,-0.008189,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.440000,-1.000189,0.000000,0.000000,-0.726686,0.002242,-0.008180,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.450000,-1.000189,0.000000,0.000000,-0.726677,0.002243,-0.008168,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.460000,-0.999985,0.000000,0.000000,-0.726666,0.002244,-0.008158,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.470000,-0.999985,0.000000,0.000000,-0.726669,0.002245,-0.008151,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.480000,-1.000189,0.000000,0.000000,-0.726675,0.002246,-0.008142,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.490000,-1.000189,0.000000,0.000000,-0.726667,0.002247,-0.008130,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.500000,-0.999985,0.000000,0.000000,-0.726656,0.002248,-0.008119,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.510000,-0.999985,0.000000,0.000000,-0.726659,0.002249,-0.008112,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.520000,-1.000189,0.000000,0.000000,-0.726664,0.002250,-0.008103,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.530000,-1.000189,0.000000,0.000000,-0.726656,0.002251,-0.008091,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.540000,-0.999985,0.000000,0.000000,-0.726646,0.002252,-0.008080,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.550000,-0.999985,0.000000,0.000000,-0.726649,0.002254,-0.008073,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.560000,-1.000189,0.000000,0.000000,-0.726654,0.002255,-0.008064,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.570000,-1.000189,0.000000,0.000000,-0.726647,0.002256,-0.008051,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.580000,-0.999985,0.000000,0.000000,-0.726636,0.002257,-0.008041,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.590000,-0.999985,0.000000,0.000000,-0.726639,0.002258,-0.008033,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.600000,-1.000189,0.000000,0.000000,-0.726645,0.002259,-0.008024,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.610000,-1.000189,0.000000,0.000000,-0.726637,0.002260,-0.008012,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.620000,-0.999985,0.000000,0.000000,-0.726627,0.002261,-0.008001,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.630000,-0.999985,0.000000,0.000000,-0.726630,0.002263,-0.007993,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.640000,-1.000189,0.000000,0.000000,-0.726636,0.002264,-0.007984,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.650000,-1.000189,0.000000,0.000000,-0.726628,0.002265,-0.007972,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.660000,-0.999985,0.000000,0.000000,-0.726618,0.002266,-0.007961,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.670000,-0.999985,0.000000,0.000000,-0.726621,0.002267,-0.007953,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.680000,-1.000189,0.000000,0.000000,-0.726627,0.002268,-0.007944,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.690000,-1.000189,0.000000,0.000000,-0.726620,0.002269,-0.007931,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.700000,-0.999985,0.000000,0.000000,-0.726609,0.002270,-0.007920,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.710000,-0.999985,0.000000,0.000000,-0.726613,0.002271,-0.007912,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.720000,-1.000189,0.000000,0.000000,-0.726619,0.002273,-0.007903,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.730000,-1.000189,0.000000,0.000000,-0.726612,0.002274,-0.007890,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.740000,-0.999985,0.000000,0.000000,-0.726601,0.002275,-0.007879,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
6.750000,-0.999985,0.000000,0.000000,-0.726605,0.002276,-0.007871,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
6.760000,-1.000189,0.000000,0.000000,-0.726611,0.002277,-0.007862,-0.544140,0.544140,0.000000,0.020420,0.000000,0.000000
6.770000,-1.000189,0.000000,0.000000,-0.726604,0.002278,-0.007849,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.780000,-0.999985,0.000000,0.000000,-0.726594,0.002279,-0.007838,0.544140,-0.544140,-0.000000,-0.020420,0.000000,0.000000
