t,target_q0,target_q1,target_q2,target_q3,measured_q0,measured_q1,measured_q2,measured_q3,target_o0,target_o1,target_o2,target_o3,measured_o0,measured_o1,measured_o2,measured_o3
4.700000,0.472399,-0.889002,0.965519,-1.647343,0.462483,-0.905342,0.991892,-1.657463,-0.386330,0.800000,0.600000,-1.000000,-0.376552,0.800127,0.599942,-1.000000
4.710000,0.473246,-0.887513,0.963089,-1.646402,0.463559,-0.903559,0.989006,-1.656361,-0.387175,0.800000,0.600000,-1.000000,-0.377613,0.800123,0.599942,-1.000000
4.720000,0.474066,-0.886064,0.960722,-1.645484,0.464610,-0.901810,0.986171,-1.655278,-0.387995,0.800000,0.600000,-1.000000,-0.378650,0.800119,0.599943,-1.000000
4.730000,0.474861,-0.884656,0.958419,-1.644590,0.465635,-0.900094,0.983390,-1.654213,-0.388789,0.800000,0.600000,-1.000000,-0.379664,0.800114,0.599944,-1.000000
4.740000,0.475629,-0.883289,0.956183,-1.643721,0.466634,-0.898414,0.980663,-1.653168,-0.389557,0.800000,0.600000,-1.000000,-0.380652,0.800110,0.599945,-1.000000
4.750000,0.476371,-0.881963,0.954014,-1.642878,0.467608,-0.896769,0.977992,-1.652144,-0.390299,0.800000,0.600000,-1.000000,-0.381616,0.800105,0.599946,-1.000000
4.760000,0.477085,-0.880681,0.951914,-1.642060,0.468556,-0.895160,0.975378,-1.651140,-0.391016,0.800000,0.600000,-1.000000,-0.382555,0.800101,0.599947,-1.000000
4.770000,0.477774,-0.879442,0.949883,-1.641269,0.469477,-0.893588,0.972822,-1.650157,-0.391706,0.800000,0.600000,-1.000000,-0.383469,0.800097,0.599948,-1.000000
4.780000,0.478435,-0.878246,0.947923,-1.640505,0.470373,-0.892054,0.970326,-1.649197,-0.392369,0.800000,0.600000,-1.000000,-0.384359,0.800092,0.599949,-1.000000
4.790000,0.479070,-0.877096,0.946036,-1.639768,0.471243,-0.890558,0.967890,-1.648258,-0.393006,0.800000,0.600000,-1.000000,-0.385223,0.800088,0.599949,-1.000000
4.800000,0.479677,-0.875990,0.944221,-1.639060,0.472086,-0.889101,0.965516,-1.647343,-0.393617,0.800000,0.600000,-1.000000,-0.386061,0.800084,0.599950,-1.000000
4.810000,0.480258,-0.874931,0.942482,-1.638380,0.472903,-0.887684,0.963206,-1.646452,-0.394200,0.800000,0.600000,-1.000000,-0.386874,0.800079,0.599951,-1.000000
4.820000,0.480811,-0.873918,0.940817,-1.637729,0.473694,-0.886308,0.960960,-1.645584,-0.394756,0.800000,0.600000,-1.000000,-0.387661,0.800075,0.599952,-1.000000
4.830000,0.481337,-0.872952,0.939230,-1.637108,0.474459,-0.884972,0.958780,-1.644741,-0.395286,0.800000,0.600000,-1.000000,-0.388423,0.800071,0.599953,-1.000000
4.840000,0.481836,-0.872034,0.937720,-1.636517,0.475196,-0.883678,0.956666,-1.643924,-0.395788,0.800000,0.600000,-1.000000,-0.389159,0.800067,0.599954,-1.000000
4.850000,0.482307,-0.871164,0.936290,-1.635957,0.475907,-0.882427,0.954621,-1.643132,-0.396262,0.800000,0.600000,-1.000000,-0.389868,0.800063,0.599955,-1.000000
4.860000,0.482751,-0.870344,0.934939,-1.635427,0.476592,-0.881219,0.952646,-1.642367,-0.396709,0.800000,0.600000,-1.000000,-0.390551,0.800059,0.599955,-1.000000
4.870000,0.483167,-0.869572,0.933669,-1.634929,0.477249,-0.880054,0.950740,-1.641628,-0.397129,0.800000,0.600000,-1.000000,-0.391208,0.800055,0.599956,-1.000000
4.880000,0.483555,-0.868851,0.932482,-1.634463,0.477880,-0.878934,0.948907,-1.640917,-0.397520,0.800000,0.600000,-1.000000,-0.391838,0.800051,0.599957,-1.000000
4.890000,0.483915,-0.868180,0.931377,-1.634029,0.478483,-0.877858,0.947146,-1.640233,-0.397883,0.800000,0.600000,-1.000000,-0.392442,0.800047,0.599958,-1.000000
4.900000,0.484247,-0.867561,0.930356,-1.633629,0.479060,-0.876829,0.945459,-1.639578,-0.398218,0.800000,0.600000,-1.000000,-0.393018,0.800043,0.599959,-1.000000
4.910000,0.484551,-0.866993,0.929420,-1.633261,0.479609,-0.875845,0.943847,-1.638951,-0.398525,0.800000,0.600000,-1.000000,-0.393568,0.800040,0.599959,-1.000000
4.920000,0.484826,-0.866477,0.928569,-1.632927,0.480130,-0.874908,0.942311,-1.638354,-0.398803,0.800000,0.600000,-1.000000,-0.394090,0.800036,0.599960,-1.000000
4.930000,0.485073,-0.866013,0.927805,-1.632627,0.480625,-0.874019,0.940853,-1.637787,-0.399053,0.800000,0.600000,-1.000000,-0.394586,0.800032,0.599961,-1.000000
4.940000,0.485292,-0.865603,0.927128,-1.632361,0.481091,-0.873177,0.939472,-1.637249,-0.399274,0.800000,0.600000,-1.000000,-0.395053,0.800029,0.599962,-1.000000
4.950000,0.485481,-0.865246,0.926540,-1.632129,0.481530,-0.872384,0.938170,-1.636743,-0.399465,0.800000,0.600000,-1.000000,-0.395493,0.800026,0.599962,-1.000000
4.960000,0.485642,-0.864943,0.926040,-1.631933,0.481942,-0.871640,0.936949,-1.636267,-0.399628,0.800000,0.600000,-1.000000,-0.395906,0.800022,0.599963,-1.000000
4.970000,0.485774,-0.864694,0.925629,-1.631771,0.482325,-0.870945,0.935809,-1.635823,-0.399762,0.800000,0.600000,-1.000000,-0.396290,0.800019,0.599964,-1.000000
4.980000,0.485877,-0.864500,0.925309,-1.631646,0.482680,-0.870301,0.934750,-1.635411,-0.399866,0.800000,0.600000,-1.000000,-0.396647,0.800016,0.599964,-1.000000
4.990000,0.485951,-0.864361,0.925079,-1.631556,0.483007,-0.869707,0.933774,-1.635031,-0.399940,0.800000,0.600000,-1.000000,-0.396975,0.800013,0.599965,-1.000000
5.000000,0.485995,-0.864277,0.924940,-1.631501,0.483306,-0.869164,0.932882,-1.634683,-0.399985,0.800000,0.600000,-1.000000,-0.397275,0.800010,0.599966,-1.000000
5.010000,0.486014,-0.864243,0.924893,-1.631531,0.483577,-0.868672,0.932075,-1.634374,-0.400000,0.800000,0.600000,-1.000000,-0.397546,0.800007,0.599967,-1.000000
5.020000,0.485954,-0.864329,0.925233,-1.631787,0.483814,-0.868238,0.931382,-1.634120,-0.399940,0.800000,0.600060,-1.000000,-0.397784,0.800004,0.599973,-1.000000
5.030000,0.485776,-0.864606,0.926279,-1.632559,0.484011,-0.867874,0.930863,-1.633970,-0.399762,0.800000,0.600237,-1.000000,-0.397980,0.800001,0.599997,-1.000000
5.040000,0.485482,-0.865072,0.928023,-1.633840,0.484158,-0.867594,0.930570,-1.633963,-0.399465,0.800000,0.600529,-1.000000,-0.398128,0.799998,0.600048,-1.000000
5.050000,0.485074,-0.865725,0.930452,-1.635618,0.484249,-0.867407,0.930549,-1.634134,-0.399053,0.800000,0.600934,-1.000000,-0.398219,0.799996,0.600134,-1.000000
5.060000,0.484551,-0.866563,0.933554,-1.637886,0.484279,-0.867323,0.930840,-1.634515,-0.398525,0.800000,0.601450,-1.000000,-0.398248,0.799994,0.600262,-1.000000
5.070000,0.483915,-0.867581,0.937315,-1.640631,0.484243,-0.867349,0.931479,-1.635132,-0.397883,0.800000,0.602074,-1.000000,-0.398210,0.799992,0.600441,-1.000000
5.080000,0.483167,-0.868766,0.941706,-1.643788,0.484135,-0.867490,0.932492,-1.636004,-0.397129,0.800000,0.602803,-1.000000,-0.398101,0.799991,0.600674,-1.000000
5.090000,0.482307,-0.870090,0.946669,-1.647427,0.483953,-0.867750,0.933901,-1.637152,-0.396262,0.800000,0.603635,-1.000000,-0.397917,0.799992,0.600968,-1.000000
5.100000,0.481337,-0.871560,0.952209,-1.651497,0.483691,-0.868131,0.935723,-1.638592,-0.395286,0.800000,0.604568,-1.000000,-0.397654,0.799993,0.601325,-1.000000
5.110000,0.480258,-0.873166,0.958303,-1.655984,0.483348,-0.868635,0.937972,-1.640337,-0.394200,0.800000,0.605600,-1.000000,-0.397309,0.799996,0.601750,-1.000000
5.120000,0.479070,-0.874900,0.964926,-1.660874,0.482920,-0.869261,0.940658,-1.642396,-0.393006,0.800000,0.606728,-1.000000,-0.396880,0.800000,0.602245,-1.000000
5.130000,0.477774,-0.876750,0.972055,-1.666152,0.482405,-0.870010,0.943789,-1.644778,-0.391706,0.800000,0.607949,-1.000000,-0.396365,0.800006,0.602813,-1.000000
5.140000,0.476371,-0.878707,0.979664,-1.671804,0.481802,-0.870880,0.947368,-1.647486,-0.390299,0.800000,0.609261,-1.000000,-0.395761,0.800015,0.603455,-1.000000
5.150000,0.474861,-0.880759,0.987727,-1.677814,0.481108,-0.871868,0.951396,-1.650524,-0.388789,0.800000,0.610662,-1.000000,-0.395068,0.800026,0.604174,-1.000000
5.160000,0.473246,-0.882896,0.996220,-1.684170,0.480321,-0.872971,0.955870,-1.653894,-0.387175,0.800000,0.612150,-1.000000,-0.394284,0.800039,0.604969,-1.000000
5.170000,0.471525,-0.885108,1.005118,-1.690856,0.479442,-0.874184,0.960787,-1.657596,-0.385459,0.800000,0.613722,-1.000000,-0.393408,0.800054,0.605842,-1.000000
5.180000,0.469701,-0.887382,1.014394,-1.697858,0.478468,-0.875504,0.966140,-1.661627,-0.383643,0.800000,0.615375,-1.000000,-0.392440,0.800073,0.606794,-1.000000
5.190000,0.467773,-0.889709,1.024025,-1.705162,0.477398,-0.876925,0.971921,-1.665985,-0.381726,0.800000,0.617107,-1.000000,-0.391378,0.800094,0.607823,-1.000000
5.200000,0.465741,-0.892077,1.033986,-1.712753,0.476232,-0.878440,0.978120,-1.670667,-0.379712,0.800000,0.618916,-1.000000,-0.390222,0.800118,0.608931,-1.000000
5.210000,0.463608,-0.894477,1.044253,-1.720620,0.474970,-0.880044,0.984727,-1.675667,-0.377600,0.800000,0.620800,-1.000000,-0.388972,0.800145,0.610118,-1.000000
5.220000,0.461372,-0.896898,1.054802,-1.728747,0.473610,-0.881729,0.991728,-1.680980,-0.375392,0.800000,0.622756,-1.000000,-0.387628,0.800174,0.611381,-1.000000
5.230000,0.459036,-0.899330,1.065610,-1.737123,0.472153,-0.883489,0.999110,-1.686598,-0.373090,0.800000,0.624781,-1.000000,-0.386190,0.800207,0.612722,-1.000000
5.240000,0.456599,-0.901762,1.076651,-1.745733,0.470597,-0.885316,1.006858,-1.692516,-0.370693,0.800000,0.626873,-1.000000,-0.384658,0.800242,0.614138,-1.000000
5.250000,0.454062,-0.904197,1.087924,-1.754572,0.468944,-0.887204,1.014959,-1.698726,-0.368205,0.800000,0.629030,-1.000000,-0.383031,0.800279,0.615629,-1.000000
5.260000,0.451425,-0.906607,1.099382,-1.763596,0.467192,-0.889145,1.023396,-1.705217,-0.365625,0.800000,0.631250,-1.000000,-0.381311,0.800319,0.617195,-1.000000
5.270000,0.448690,-0.908987,1.111006,-1.772839,0.465342,-0.891129,1.032152,-1.711983,-0.362955,0.800000,0.633530,-1.000000,-0.379498,0.800362,0.618832,-1.000000
5.280000,0.445856,-0.911333,1.122783,-1.782270,0.463393,-0.893149,1.041210,-1.719015,-0.360197,0.800000,0.635867,-1.000000,-0.377591,0.800407,0.620541,-1.000000
5.290000,0.442924,-0.913637,1.134694,-1.791878,0.461346,-0.895198,1.050554,-1.726304,-0.357350,0.800000,0.638259,-1.000000,-0.375592,0.800454,0.622320,-1.000000
5.300000,0.439895,-0.915889,1.146720,-1.801650,0.459201,-0.897267,1.060166,-1.733843,-0.354418,0.800000,0.640704,-1.000000,-0.373501,0.800502,0.624166,-1.000000
5.310000,0.436770,-0.918084,1.158842,-1.811578,0.456958,-0.899349,1.070028,-1.741621,-0.351400,0.800000,0.643200,-1.000000,-0.371318,0.800553,0.626079,-1.000000
5.320000,0.433547,-0.920213,1.171044,-1.821651,0.454617,-0.901435,1.080125,-1.749627,-0.348298,0.800000,0.645744,-1.000000,-0.369044,0.800605,0.628057,-1.000000
5.330000,0.430229,-0.922270,1.183309,-1.831858,0.452178,-0.903519,1.090439,-1.757854,-0.345114,0.800000,0.648333,-1.000000,-0.366680,0.800658,0.630097,-1.000000
5.340000,0.426816,-0.924250,1.195621,-1.842190,0.449642,-0.905592,1.100952,-1.766292,-0.341847,0.800000,0.650965,-1.000000,-0.364227,0.800712,0.632199,-1.000000
5.350000,0.423308,-0.926144,1.207963,-1.852638,0.447009,-0.907647,1.111649,-1.774930,-0.338501,0.800000,0.653638,-1.000000,-0.361685,0.800767,0.634360,-1.000000
5.360000,0.419706,-0.927949,1.220322,-1.863192,0.444278,-0.909677,1.122512,-1.783760,-0.335075,0.800000,0.656350,-1.000000,-0.359056,0.800824,0.636578,-1.000000
5.370000,0.416010,-0.929659,1.232683,-1.873842,0.441451,-0.911675,1.133525,-1.792772,-0.331571,0.800000,0.659098,-1.000000,-0.356339,0.800881,0.638851,-1.000000
5.380000,0.412221,-0.931268,1.245031,-1.884581,0.438528,-0.913635,1.144670,-1.801957,-0.327991,0.800000,0.661879,-1.000000,-0.353537,0.800938,0.641177,-1.000000
5.390000,0.408339,-0.932773,1.257354,-1.895399,0.435509,-0.915548,1.155934,-1.811305,-0.324334,0.800000,0.664691,-1.000000,-0.350649,0.800995,0.643554,-1.000000
5.400000,0.404365,-0.934168,1.269638,-1.906288,0.432395,-0.917410,1.167300,-1.820808,-0.320604,0.800000,0.667532,-1.000000,-0.347677,0.801053,0.645980,-1.000000
5.410000,0.400299,-0.935451,1.281873,-1.917239,0.429185,-0.919215,1.178753,-1.830454,-0.316800,0.800000,0.670400,-1.000000,-0.344622,0.801111,0.648453,-1.000000
5.420000,0.396143,-0.936618,1.294045,-1.928244,0.425881,-0.920955,1.190278,-1.840238,-0.312924,0.800000,0.673292,-1.000000,-0.341485,0.801169,0.650970,-1.000000
5.430000,0.391896,-0.937665,1.306143,-1.939294,0.422483,-0.922626,1.201860,-1.850147,-0.308978,0.800000,0.676205,-1.000000,-0.338266,0.801226,0.653529,-1.000000
5.440000,0.387559,-0.938590,1.318156,-1.950383,0.418990,-0.924222,1.213485,-1.860175,-0.304961,0.800000,0.679137,-1.000000,-0.334967,0.801283,0.656128,-1.000000
5.450000,0.383133,-0.939391,1.330075,-1.961500,0.415404,-0.925739,1.225140,-1.870311,-0.300877,0.800000,0.682086,-1.000000,-0.331589,0.801340,0.658765,-1.000000
5.460000,0.378619,-0.940065,1.341889,-1.972640,0.411726,-0.927172,1.236812,-1.880547,-0.296725,0.800000,0.685050,-1.000000,-0.328133,0.801396,0.661437,-1.000000
5.470000,0.374016,-0.940611,1.353588,-1.983793,0.407955,-0.928516,1.248485,-1.890876,-0.292507,0.800000,0.688026,-1.000000,-0.324600,0.801451,0.664142,-1.000000
5.480000,0.369326,-0.941028,1.365164,-1.994952,0.404092,-0.929767,1.260149,-1.901287,-0.288225,0.800000,0.691011,-1.000000,-0.320992,0.801505,0.666877,-1.000000
5.490000,0.364550,-0.941313,1.376607,-2.006109,0.400138,-0.930922,1.271791,-1.911773,-0.283878,0.800000,0.694003,-1.000000,-0.317308,0.801558,0.669641,-1.000000
5.500000,0.359688,-0.941468,1.387909,-2.017257,0.396093,-0.931976,1.283400,-1.922324,-0.279470,0.800000,0.697000,-1.000000,-0.313551,0.801610,0.672430,-1.000000
5.510000,0.354740,-0.941491,1.399063,-2.028387,0.391958,-0.932928,1.294963,-1.932934,-0.275000,0.800000,0.700000,-1.000000,-0.309721,0.801661,0.675243,-1.000000
5.520000,0.349709,-0.941384,1.410060,-2.039491,0.387733,-0.933773,1.306469,-1.943593,-0.270470,0.800000,0.703000,-1.000000,-0.305820,0.801710,0.678077,-1.000000
5.530000,0.344593,-0.941145,1.420893,-2.050563,0.383419,-0.934511,1.317908,-1.954294,-0.265882,0.800000,0.705997,-1.000000,-0.301849,0.801758,0.680930,-1.000000
5.540000,0.339395,-0.940776,1.431556,-2.061594,0.379016,-0.935137,1.329270,-1.965027,-0.261235,0.800000,0.708989,-1.000000,-0.297809,0.801805,0.683798,-1.000000
5.550000,0.334115,-0.940279,1.442042,-2.072576,0.374526,-0.935651,1.340544,-1.975785,-0.256533,0.800000,0.711974,-1.000000,-0.293701,0.801851,0.686680,-1.000000
5.560000,0.328754,-0.939655,1.452344,-2.083502,0.369949,-0.936052,1.351721,-1.986559,-0.251775,0.800000,0.714950,-1.000000,-0.289527,0.801895,0.689574,-1.000000
5.570000,0.323313,-0.938906,1.462457,-2.094364,0.365285,-0.936337,1.362791,-1.997343,-0.246963,0.800000,0.717914,-1.000000,-0.285287,0.801937,0.692476,-1.000000
5.580000,0.317792,-0.938034,1.472375,-2.105154,0.360536,-0.936507,1.373747,-2.008128,-0.242099,0.800000,0.720863,-1.000000,-0.280983,0.801977,0.695384,-1.000000
5.590000,0.312193,-0.937042,1.482093,-2.115863,0.355702,-0.936560,1.384578,-2.018904,-0.237182,0.800000,0.723795,-1.000000,-0.276616,0.802016,0.698297,-1.000000
5.600000,0.306517,-0.935933,1.491606,-2.126485,0.350783,-0.936498,1.395279,-2.029665,-0.232216,0.800000,0.726708,-1.000000,-0.272188,0.802053,0.701210,-1.000000
5.610000,0.300765,-0.934711,1.500910,-2.137011,0.345782,-0.936319,1.405839,-2.040402,-0.227200,0.800000,0.729600,-1.000000,-0.267699,0.802089,0.704123,-1.000000
5.620000,0.294938,-0.933378,1.510000,-2.147432,0.340697,-0.936025,1.416252,-2.051108,-0.222136,0.800000,0.732468,-1.000000,-0.263150,0.802122,0.707032,-1.000000
5.630000,0.289037,-0.931940,1.518872,-2.157742,0.335531,-0.935616,1.426511,-2.061775,-0.217026,0.800000,0.735309,-1.000000,-0.258543,0.802154,0.709935,-1.000000
5.640000,0.283062,-0.930401,1.527522,-2.167932,0.330284,-0.935095,1.436610,-2.072394,-0.211869,0.800000,0.738121,-1.000000,-0.253880,0.802184,0.712830,-1.000000
5.650000,0.277016,-0.928765,1.535949,-2.177994,0.324957,-0.934462,1.446541,-2.082956,-0.206669,0.800000,0.740902,-1.000000,-0.249161,0.802213,0.715713,-1.000000
5.660000,0.270900,-0.927038,1.544148,-2.187919,0.319552,-0.933720,1.456300,-2.093455,-0.201425,0.800000,0.743650,-1.000000,-0.244388,0.802239,0.718584,-1.000000
5.670000,0.264715,-0.925226,1.552116,-2.197700,0.314068,-0.932870,1.465878,-2.103883,-0.196139,0.800000,0.746362,-1.000000,-0.239562,0.802263,0.721438,-1.000000
5.680000,0.258461,-0.923333,1.559852,-2.207329,0.308507,-0.931916,1.475273,-2.114230,-0.190813,0.800000,0.749035,-1.000000,-0.234683,0.802286,0.724274,-1.000000
5.690000,0.252141,-0.921366,1.567353,-2.216796,0.302871,-0.930861,1.484478,-2.124490,-0.185446,0.800000,0.751667,-1.000000,-0.229755,0.802307,0.727090,-1.000000
5.700000,0.245757,-0.919332,1.574617,-2.226094,0.297159,-0.929709,1.493490,-2.134653,-0.180042,0.800000,0.754256,-1.000000,-0.224777,0.802326,0.729882,-1.000000
5.710000,0.239308,-0.917237,1.581643,-2.235215,0.291374,-0.928461,1.502303,-2.144711,-0.174600,0.800000,0.756800,-1.000000,-0.219751,0.802343,0.732649,-1.000000
5.720000,0.232797,-0.915088,1.588430,-2.244151,0.285516,-0.927124,1.510914,-2.154657,-0.169122,0.800000,0.759296,-1.000000,-0.214678,0.802359,0.735388,-1.000000
5.730000,0.226226,-0.912893,1.594977,-2.252892,0.279587,-0.925701,1.519317,-2.164484,-0.163610,0.800000,0.761741,-1.000000,-0.209559,0.802372,0.738096,-1.000000
5.740000,0.219595,-0.910658,1.601282,-2.261432,0.273588,-0.924197,1.527511,-2.174182,-0.158063,0.800000,0.764133,-1.000000,-0.204396,0.802384,0.740771,-1.000000
5.750000,0.212907,-0.908391,1.607345,-2.269762,0.267520,-0.922616,1.535492,-2.183742,-0.152485,0.800000,0.766470,-1.000000,-0.199190,0.802394,0.743412,-1.000000
5.760000,0.206163,-0.906101,1.613166,-2.277873,0.261384,-0.920965,1.543257,-2.193158,-0.146875,0.800000,0.768750,-1.000000,-0.193943,0.802402,0.746014,-1.000000
5.770000,0.199365,-0.903796,1.618746,-2.285758,0.255182,-0.919248,1.550804,-2.202420,-0.141235,0.800000,0.770970,-1.000000,-0.188655,0.802409,0.748577,-1.000000
5.780000,0.192515,-0.901483,1.624084,-2.293408,0.248916,-0.917471,1.558130,-2.211521,-0.135567,0.800000,0.773127,-1.000000,-0.183327,0.802414,0.751097,-1.000000
5.790000,0.185614,-0.899172,1.629180,-2.300815,0.242585,-0.915643,1.565235,-2.220448,-0.129870,0.800000,0.775219,-1.000000,-0.177962,0.802417,0.753572,-1.000000
5.800000,0.178664,-0.896871,1.634037,-2.307972,0.236193,-0.913765,1.572113,-2.229204,-0.124148,0.800000,0.777244,-1.000000,-0.172560,0.802419,0.756000,-1.000000
5.810000,0.171667,-0.894587,1.638652,-2.314871,0.229741,-0.911848,1.578764,-2.237773,-0.118400,0.800000,0.779200,-1.000000,-0.167122,0.802419,0.758379,-1.000000
5.820000,0.164624,-0.892331,1.643029,-2.321503,0.223229,-0.909896,1.585189,-2.246149,-0.112628,0.800000,0.781084,-1.000000,-0.161650,0.802418,0.760706,-1.000000
5.830000,0.157539,-0.890112,1.647168,-2.327862,0.216660,-0.907918,1.591384,-2.254322,-0.106834,0.800000,0.782893,-1.000000,-0.156145,0.802415,0.762978,-1.000000
5.840000,0.150413,-0.887937,1.651070,-2.333938,0.210035,-0.905919,1.597351,-2.262286,-0.101017,0.800000,0.784625,-1.000000,-0.150608,0.802410,0.765194,-1.000000
5.850000,0.143247,-0.885817,1.654737,-2.339726,0.203356,-0.903909,1.603088,-2.270032,-0.095181,0.800000,0.786278,-1.000000,-0.145041,0.802405,0.767352,-1.000000
5.860000,0.136044,-0.883759,1.658171,-2.345216,0.196625,-0.901894,1.608594,-2.277552,-0.089325,0.800000,0.787850,-1.000000,-0.139444,0.802398,0.769447,-1.000000
5.870000,0.128806,-0.881774,1.661372,-2.350402,0.189843,-0.899883,1.613872,-2.284835,-0.083451,0.800000,0.789338,-1.000000,-0.133819,0.802391,0.771480,-1.000000
5.880000,0.121535,-0.879870,1.664343,-2.355276,0.183012,-0.897883,1.618919,-2.291877,-0.077561,0.800000,0.790739,-1.000000,-0.128168,0.802382,0.773446,-1.000000
5.890000,0.114233,-0.878056,1.667085,-2.359832,0.176134,-0.895900,1.623734,-2.298675,-0.071654,0.800000,0.792051,-1.000000,-0.122491,0.802371,0.775344,-1.000000
5.900000,0.106902,-0.876341,1.669600,-2.364062,0.169211,-0.893944,1.628318,-2.305217,-0.065734,0.800000,0.793272,-1.000000,-0.116789,0.802360,0.777172,-1.000000
5.910000,0.099544,-0.874732,1.671889,-2.367959,0.162244,-0.892023,1.632673,-2.311493,-0.059800,0.800000,0.794400,-1.000000,-0.111065,0.802348,0.778927,-1.000000
5.920000,0.092162,-0.873240,1.673954,-2.371516,0.155236,-0.890145,1.636799,-2.317498,-0.053854,0.800000,0.795432,-1.000000,-0.105318,0.802334,0.780607,-1.000000
5.930000,0.084759,-0.871872,1.675796,-2.374726,0.148188,-0.888318,1.640697,-2.323223,-0.047898,0.800000,0.796365,-1.000000,-0.099551,0.802321,0.782210,-1.000000
5.940000,0.077335,-0.870637,1.677418,-2.377583,0.141103,-0.886550,1.644367,-2.328661,-0.041931,0.800000,0.797197,-1.000000,-0.093764,0.802306,0.783733,-1.000000
5.950000,0.069893,-0.869543,1.678821,-2.380080,0.133982,-0.884849,1.647811,-2.333805,-0.035957,0.800000,0.797926,-1.000000,-0.087960,0.802291,0.785174,-1.000000
5.960000,0.062436,-0.868598,1.680006,-2.382210,0.126827,-0.883224,1.651028,-2.338647,-0.029975,0.800000,0.798550,-1.000000,-0.082138,0.802275,0.786531,-1.000000
5.970000,0.054966,-0.867808,1.680974,-2.383967,0.119641,-0.881684,1.654023,-2.343177,-0.023987,0.800000,0.799066,-1.000000,-0.076300,0.802260,0.787801,-1.000000
5.980000,0.047486,-0.867183,1.681726,-2.385344,0.112426,-0.880235,1.656793,-2.347391,-0.017995,0.800000,0.799471,-1.000000,-0.070448,0.802244,0.788982,-1.000000
5.990000,0.039997,-0.866728,1.682263,-2.386336,0.105183,-0.878885,1.659340,-2.351284,-0.011998,0.800000,0.799763,-1.000000,-0.064582,0.802228,0.790073,-1.000000
6.000000,0.032502,-0.866451,1.682585,-2.386935,0.097915,-0.877643,1.661665,-2.354847,-0.006000,0.800000,0.799940,-1.000000,-0.058704,0.802212,0.791070,-1.000000
6.010000,0.025003,-0.866357,1.682693,-2.387136,0.090624,-0.876515,1.663768,-2.358074,-0.000000,0.800000,0.800000,-1.000000,-0.052815,0.802195,0.791971,-1.000000
6.020000,0.017502,-0.866451,1.682586,-2.386935,0.083311,-0.875510,1.665649,-2.360958,0.006000,0.800000,0.799940,-1.000000,-0.046916,0.802179,0.792774,-1.000000
6.030000,0.010003,-0.866729,1.682265,-2.386335,0.075981,-0.874632,1.667311,-2.363494,0.011998,0.800000,0.799763,-1.000000,-0.041009,0.802163,0.793478,-1.000000
6.040000,0.002507,-0.867184,1.681728,-2.385343,0.068633,-0.873889,1.668753,-2.365677,0.017995,0.800000,0.799471,-1.000000,-0.035093,0.802148,0.794081,-1.000000
6.050000,-0.004984,-0.867810,1.680977,-2.383965,0.061272,-0.873282,1.669975,-2.367504,0.023987,0.800000,0.799066,-1.000000,-0.029172,0.802133,0.794582,-1.000000
6.060000,-0.012466,-0.868600,1.680010,-2.382208,0.053898,-0.872814,1.670979,-2.368973,0.029975,0.800000,0.798550,-1.000000,-0.023245,0.802119,0.794981,-1.000000
6.070000,-0.019938,-0.869545,1.678825,-2.380078,0.046514,-0.872488,1.671763,-2.370081,0.035957,0.800000,0.797926,-1.000000,-0.017315,0.802105,0.795276,-1.000000
6.080000,-0.027399,-0.870649,1.677443,-2.377593,0.039123,-0.872304,1.672329,-2.370835,0.041931,0.800000,0.797197,-1.000000,-0.011381,0.802092,0.795468,-1.000000
6.090000,-0.034843,-0.871884,1.675821,-2.374737,0.031726,-0.872262,1.672676,-2.371227,0.047898,0.800000,0.796365,-1.000000,-0.005445,0.802079,0.795558,-1.000000
6.100000,-0.042271,-0.873251,1.673977,-2.371527,0.024327,-0.872361,1.672804,-2.371260,0.053854,0.800000,0.795432,-1.000000,0.000491,0.802068,0.795545,-1.000000
6.110000,-0.049679,-0.874743,1.671912,-2.367970,0.016926,-0.872599,1.672713,-2.370933,0.059800,0.800000,0.794400,-1.000000,0.006426,0.802058,0.795430,-1.000000
6.120000,-0.057065,-0.876351,1.669622,-2.364074,0.009527,-0.872974,1.672401,-2.370249,0.065734,0.800000,0.793272,-1.000000,0.012360,0.802049,0.795214,-1.000000
6.130000,-0.064427,-0.878066,1.667107,-2.359844,0.002132,-0.873484,1.671870,-2.369211,0.071654,0.800000,0.792051,-1.000000,0.018290,0.802042,0.794898,-1.000000
6.140000,-0.071763,-0.879880,1.664366,-2.355289,-0.005258,-0.874124,1.671119,-2.367817,0.077561,0.800000,0.790739,-1.000000,0.024217,0.802037,0.794483,-1.000000
6.150000,-0.079070,-0.881785,1.661396,-2.350414,-0.012639,-0.874891,1.670147,-2.366075,0.083451,0.800000,0.789338,-1.000000,0.030139,0.802033,0.793971,-1.000000
6.160000,-0.086347,-0.883770,1.658196,-2.345228,-0.020010,-0.875780,1.668952,-2.363989,0.089325,0.800000,0.787850,-1.000000,0.036055,0.802031,0.793362,-1.000000
6.170000,-0.093592,-0.885828,1.654764,-2.339737,-0.027368,-0.876786,1.667533,-2.361562,0.095181,0.800000,0.786278,-1.000000,0.041963,0.802030,0.792658,-1.000000
6.180000,-0.100801,-0.887949,1.651098,-2.333950,-0.034711,-0.877903,1.665890,-2.358799,0.101017,0.800000,0.784625,-1.000000,0.047863,0.802031,0.791860,-1.000000
