t,target_q0,target_q1,target_q2,target_q3,measured_q0,measured_q1,measured_q2,measured_q3,target_o0,target_o1,target_o2,target_o3,measured_o0,measured_o1,measured_o2,measured_o3
6.190000,-0.107973,-0.890124,1.647197,-2.327873,-0.042038,-0.879126,1.664020,-2.355704,0.106834,0.800000,0.782893,-1.000000,0.053753,0.802033,0.790971,-1.000000
6.200000,-0.115108,-0.892335,1.643036,-2.321499,-0.049345,-0.880448,1.661922,-2.352282,0.112628,0.800000,0.781084,-1.000000,0.059633,0.802037,0.789991,-1.000000
6.210000,-0.122200,-0.894591,1.638660,-2.314866,-0.056630,-0.881863,1.659596,-2.348538,0.118400,0.800000,0.779200,-1.000000,0.065501,0.802043,0.788922,-1.000000
6.220000,-0.129250,-0.896875,1.634044,-2.307967,-0.063892,-0.883365,1.657041,-2.344479,0.124148,0.800000,0.777244,-1.000000,0.071355,0.802049,0.787767,-1.000000
6.230000,-0.136255,-0.899177,1.629189,-2.300810,-0.071128,-0.884948,1.654255,-2.340110,0.129870,0.800000,0.775219,-1.000000,0.077196,0.802057,0.786527,-1.000000
6.240000,-0.143212,-0.901488,1.624093,-2.293402,-0.078337,-0.886603,1.651239,-2.335437,0.135567,0.800000,0.773127,-1.000000,0.083022,0.802067,0.785204,-1.000000
6.250000,-0.150122,-0.903801,1.618755,-2.285751,-0.085515,-0.888324,1.647991,-2.330466,0.141235,0.800000,0.770970,-1.000000,0.088831,0.802077,0.783799,-1.000000
6.260000,-0.156980,-0.906107,1.613176,-2.277866,-0.092662,-0.890102,1.644508,-2.325208,0.146875,0.800000,0.768750,-1.000000,0.094622,0.802088,0.782316,-1.000000
6.270000,-0.163786,-0.908397,1.607355,-2.269755,-0.099774,-0.891932,1.640791,-2.319665,0.152485,0.800000,0.766470,-1.000000,0.100395,0.802100,0.780755,-1.000000
6.280000,-0.170539,-0.910663,1.601291,-2.261425,-0.106851,-0.893805,1.636839,-2.313843,0.158063,0.800000,0.764133,-1.000000,0.106149,0.802113,0.779119,-1.000000
6.290000,-0.177235,-0.912898,1.594986,-2.252886,-0.113889,-0.895714,1.632651,-2.307749,0.163610,0.800000,0.761741,-1.000000,0.111881,0.802126,0.777410,-1.000000
6.300000,-0.183875,-0.915105,1.588471,-2.244166,-0.120888,-0.897653,1.628231,-2.301393,0.169122,0.800000,0.759296,-1.000000,0.117591,0.802140,0.775630,-1.000000
6.310000,-0.190453,-0.917242,1.581652,-2.235209,-0.127844,-0.899612,1.623571,-2.294777,0.174600,0.800000,0.756800,-1.000000,0.123278,0.802155,0.773781,-1.000000
6.320000,-0.196972,-0.919337,1.574626,-2.226088,-0.134757,-0.901585,1.618674,-2.287911,0.180042,0.800000,0.754256,-1.000000,0.128940,0.802171,0.771865,-1.000000
6.330000,-0.203428,-0.921371,1.567361,-2.216789,-0.141624,-0.903564,1.613543,-2.280797,0.185446,0.800000,0.751667,-1.000000,0.134577,0.802188,0.769884,-1.000000
6.340000,-0.209821,-0.923339,1.559861,-2.207322,-0.148444,-0.905543,1.608175,-2.273447,0.190813,0.800000,0.749035,-1.000000,0.140187,0.802206,0.767840,-1.000000
6.350000,-0.216148,-0.925232,1.552126,-2.197693,-0.155214,-0.907513,1.602570,-2.265870,0.196139,0.800000,0.746362,-1.000000,0.145769,0.802223,0.765736,-1.000000
6.360000,-0.222409,-0.927045,1.544158,-2.187912,-0.161934,-0.909466,1.596727,-2.258076,0.201425,0.800000,0.743650,-1.000000,0.151322,0.802241,0.763574,-1.000000
6.370000,-0.228601,-0.928772,1.535959,-2.177986,-0.168600,-0.911397,1.590648,-2.250069,0.206669,0.800000,0.740902,-1.000000,0.156845,0.802258,0.761355,-1.000000
6.380000,-0.234724,-0.930407,1.527532,-2.167924,-0.175213,-0.913298,1.584335,-2.241857,0.211869,0.800000,0.738121,-1.000000,0.162336,0.802275,0.759083,-1.000000
6.390000,-0.240776,-0.931947,1.518881,-2.157735,-0.181769,-0.915163,1.577787,-2.233447,0.217026,0.800000,0.735309,-1.000000,0.167795,0.802293,0.756758,-1.000000
6.400000,-0.246756,-0.933384,1.510009,-2.147425,-0.188268,-0.916985,1.571007,-2.224847,0.222136,0.800000,0.732468,-1.000000,0.173219,0.802310,0.754384,-1.000000
6.410000,-0.252663,-0.934717,1.500919,-2.137003,-0.194707,-0.918758,1.563996,-2.216065,0.227200,0.800000,0.729600,-1.000000,0.178609,0.802327,0.751962,-1.000000
6.420000,-0.258495,-0.935939,1.491615,-2.126477,-0.201086,-0.920477,1.556758,-2.207105,0.232216,0.800000,0.726708,-1.000000,0.183962,0.802344,0.749495,-1.000000
6.430000,-0.264251,-0.937049,1.482103,-2.115855,-0.207403,-0.922134,1.549291,-2.197982,0.237182,0.800000,0.723795,-1.000000,0.189277,0.802360,0.746985,-1.000000
6.440000,-0.269931,-0.938041,1.472385,-2.105145,-0.213655,-0.923725,1.541598,-2.188700,0.242099,0.800000,0.720863,-1.000000,0.194554,0.802375,0.744435,-1.000000
6.450000,-0.275533,-0.938913,1.462467,-2.094356,-0.219843,-0.925244,1.533683,-2.179268,0.246963,0.800000,0.717914,-1.000000,0.199791,0.802390,0.741846,-1.000000
6.460000,-0.281056,-0.939662,1.452355,-2.083494,-0.225964,-0.926686,1.525548,-2.169693,0.251775,0.800000,0.714950,-1.000000,0.204987,0.802404,0.739221,-1.000000
6.470000,-0.286499,-0.940286,1.442053,-2.072568,-0.232018,-0.928046,1.517196,-2.159983,0.256533,0.800000,0.711974,-1.000000,0.210140,0.802418,0.736561,-1.000000
6.480000,-0.291861,-0.940783,1.431567,-2.061586,-0.238002,-0.929319,1.508630,-2.150147,0.261235,0.800000,0.708989,-1.000000,0.215250,0.802430,0.733870,-1.000000
6.490000,-0.297141,-0.941152,1.420904,-2.050555,-0.243916,-0.930503,1.499855,-2.140191,0.265882,0.800000,0.705997,-1.000000,0.220315,0.802442,0.731150,-1.000000
6.500000,-0.302338,-0.941390,1.410071,-2.039484,-0.249758,-0.931591,1.490874,-2.130122,0.270470,0.800000,0.703000,-1.000000,0.225333,0.802452,0.728402,-1.000000
6.510000,-0.307452,-0.941498,1.399074,-2.028379,-0.255528,-0.932582,1.481692,-2.119950,0.275000,0.800000,0.700000,-1.000000,0.230305,0.802462,0.725630,-1.000000
6.520000,-0.312481,-0.941475,1.387921,-2.017249,-0.261223,-0.933471,1.472313,-2.109683,0.279470,0.800000,0.697000,-1.000000,0.235228,0.802470,0.722835,-1.000000
6.530000,-0.317424,-0.941321,1.376618,-2.006102,-0.266843,-0.934256,1.462741,-2.099327,0.283878,0.800000,0.694003,-1.000000,0.240101,0.802477,0.720020,-1.000000
6.540000,-0.322282,-0.941035,1.365175,-1.994945,-0.272387,-0.934934,1.452981,-2.088892,0.288225,0.800000,0.691011,-1.000000,0.244923,0.802483,0.717187,-1.000000
6.550000,-0.327052,-0.940619,1.353600,-1.983786,-0.277853,-0.935503,1.443040,-2.078385,0.292507,0.800000,0.688026,-1.000000,0.249692,0.802487,0.714339,-1.000000
6.560000,-0.331735,-0.940073,1.341901,-1.972633,-0.283242,-0.935960,1.432924,-2.067812,0.296725,0.800000,0.685050,-1.000000,0.254409,0.802490,0.711477,-1.000000
6.570000,-0.336329,-0.939399,1.330087,-1.961493,-0.288550,-0.936304,1.422638,-2.057183,0.300877,0.800000,0.682086,-1.000000,0.259070,0.802491,0.708605,-1.000000
6.580000,-0.340834,-0.938598,1.318169,-1.950376,-0.293779,-0.936533,1.412188,-2.046505,0.304961,0.800000,0.679137,-1.000000,0.263675,0.802491,0.705724,-1.000000
6.590000,-0.345249,-0.937673,1.306155,-1.939287,-0.298926,-0.936647,1.401582,-2.035787,0.308978,0.800000,0.676205,-1.000000,0.268223,0.802490,0.702837,-1.000000
6.600000,-0.349574,-0.936626,1.294057,-1.928237,-0.303991,-0.936645,1.390826,-2.025035,0.312924,0.800000,0.673292,-1.000000,0.272712,0.802486,0.699946,-1.000000
6.610000,-0.353807,-0.935459,1.281885,-1.917232,-0.308972,-0.936526,1.379929,-2.014258,0.316800,0.800000,0.670400,-1.000000,0.277142,0.802481,0.697053,-1.000000
6.620000,-0.357949,-0.934176,1.269652,-1.906281,-0.313870,-0.936291,1.368899,-2.003463,0.320604,0.800000,0.667532,-1.000000,0.281511,0.802475,0.694162,-1.000000
6.630000,-0.361998,-0.932781,1.257367,-1.895393,-0.318683,-0.935940,1.357743,-1.992659,0.324334,0.800000,0.664691,-1.000000,0.285817,0.802466,0.691275,-1.000000
6.640000,-0.365954,-0.931276,1.245044,-1.884575,-0.323410,-0.935474,1.346470,-1.981854,0.327991,0.800000,0.661879,-1.000000,0.290059,0.802456,0.688393,-1.000000
6.650000,-0.369816,-0.929667,1.232696,-1.873836,-0.328050,-0.934893,1.335089,-1.971056,0.331571,0.800000,0.659098,-1.000000,0.294237,0.802444,0.685519,-1.000000
6.660000,-0.373584,-0.927957,1.220336,-1.863186,-0.332604,-0.934199,1.323611,-1.960272,0.335075,0.800000,0.656350,-1.000000,0.298349,0.802430,0.682656,-1.000000
6.670000,-0.377256,-0.926153,1.207977,-1.852632,-0.337069,-0.933395,1.312044,-1.949511,0.338501,0.800000,0.653638,-1.000000,0.302393,0.802415,0.679806,-1.000000
6.680000,-0.380834,-0.924258,1.195635,-1.842184,-0.341446,-0.932481,1.300400,-1.938782,0.341847,0.800000,0.650965,-1.000000,0.306368,0.802397,0.676972,-1.000000
6.690000,-0.384315,-0.922279,1.183324,-1.831852,-0.345733,-0.931461,1.288689,-1.928092,0.345114,0.800000,0.648333,-1.000000,0.310274,0.802377,0.674156,-1.000000
6.700000,-0.387700,-0.920222,1.171059,-1.821645,-0.349929,-0.930337,1.276922,-1.917452,0.348298,0.800000,0.645744,-1.000000,0.314109,0.802355,0.671360,-1.000000
6.710000,-0.390987,-0.918092,1.158857,-1.811572,-0.354035,-0.929112,1.265112,-1.906867,0.351400,0.800000,0.643200,-1.000000,0.317871,0.802332,0.668587,-1.000000
6.720000,-0.394177,-0.915898,1.146734,-1.801644,-0.358049,-0.927791,1.253271,-1.896348,0.354418,0.800000,0.640704,-1.000000,0.321559,0.802307,0.665840,-1.000000
6.730000,-0.397268,-0.913646,1.134709,-1.791872,-0.361971,-0.926377,1.241411,-1.885904,0.357350,0.800000,0.638259,-1.000000,0.325173,0.802279,0.663120,-1.000000
6.740000,-0.400260,-0.911343,1.122798,-1.782264,-0.365800,-0.924873,1.229546,-1.875544,0.360197,0.800000,0.635867,-1.000000,0.328710,0.802249,0.660431,-1.000000
6.750000,-0.403153,-0.908996,1.111021,-1.772833,-0.369535,-0.923285,1.217690,-1.865276,0.362955,0.800000,0.633530,-1.000000,0.332170,0.802218,0.657775,-1.000000
6.760000,-0.405946,-0.906616,1.099397,-1.763590,-0.373176,-0.921618,1.205857,-1.855111,0.365625,0.800000,0.631250,-1.000000,0.335551,0.802185,0.655154,-1.000000
6.770000,-0.408638,-0.904209,1.087946,-1.754546,-0.376723,-0.919878,1.194062,-1.845058,0.368205,0.800000,0.629030,-1.000000,0.338852,0.802149,0.652570,-1.000000
6.780000,-0.411229,-0.901785,1.076688,-1.745712,-0.380173,-0.918068,1.182320,-1.835127,0.370693,0.800000,0.626873,-1.000000,0.342072,0.802111,0.650027,-1.000000
6.790000,-0.413718,-0.899353,1.065645,-1.737102,-0.383528,-0.916197,1.170648,-1.825329,0.373090,0.800000,0.624781,-1.000000,0.345210,0.802071,0.647527,-1.000000
6.800000,-0.416104,-0.896921,1.054839,-1.728727,-0.386785,-0.914269,1.159063,-1.815672,0.375392,0.800000,0.622756,-1.000000,0.348264,0.802030,0.645072,-1.000000
6.810000,-0.418388,-0.894502,1.044292,-1.720600,-0.389946,-0.912292,1.147582,-1.806169,0.377600,0.800000,0.620800,-1.000000,0.351233,0.801986,0.642665,-1.000000
6.820000,-0.420567,-0.892103,1.034027,-1.712734,-0.393008,-0.910273,1.136222,-1.796829,0.379712,0.800000,0.618916,-1.000000,0.354115,0.801940,0.640308,-1.000000
6.830000,-0.422643,-0.889735,1.024067,-1.705143,-0.395971,-0.908220,1.125001,-1.787665,0.381726,0.800000,0.617107,-1.000000,0.356910,0.801893,0.638003,-1.000000
6.840000,-0.424613,-0.887409,1.014438,-1.697839,-0.398835,-0.906139,1.113940,-1.778687,0.383643,0.800000,0.615375,-1.000000,0.359617,0.801843,0.635754,-1.000000
6.850000,-0.426477,-0.885135,1.005162,-1.690838,-0.401600,-0.904038,1.103057,-1.769906,0.385459,0.800000,0.613722,-1.000000,0.362234,0.801792,0.633563,-1.000000
6.860000,-0.428236,-0.882925,0.996266,-1.684152,-0.404263,-0.901927,1.092374,-1.761334,0.387175,0.800000,0.612150,-1.000000,0.364759,0.801739,0.631432,-1.000000
6.870000,-0.429886,-0.880788,0.987774,-1.677796,-0.406826,-0.899813,1.081908,-1.752985,0.388789,0.800000,0.610662,-1.000000,0.367193,0.801684,0.629364,-1.000000
6.880000,-0.431430,-0.878736,0.979711,-1.671786,-0.409286,-0.897705,1.071685,-1.744868,0.390299,0.800000,0.609261,-1.000000,0.369533,0.801627,0.627361,-1.000000
6.890000,-0.432864,-0.876780,0.972104,-1.666134,-0.411644,-0.895613,1.061722,-1.736998,0.391706,0.800000,0.607949,-1.000000,0.371778,0.801570,0.625426,-1.000000
6.900000,-0.434189,-0.874930,0.964976,-1.660856,-0.413898,-0.893544,1.052042,-1.729388,0.393006,0.800000,0.606728,-1.000000,0.373927,0.801510,0.623561,-1.000000
6.910000,-0.435404,-0.873197,0.958353,-1.655966,-0.416049,-0.891510,1.042668,-1.722050,0.394200,0.800000,0.605600,-1.000000,0.375979,0.801449,0.621769,-1.000000
6.920000,-0.436507,-0.871591,0.952260,-1.651479,-0.418095,-0.889518,1.033623,-1.714996,0.395286,0.800000,0.604568,-1.000000,0.377933,0.801387,0.620052,-1.000000
6.930000,-0.437499,-0.870121,0.946721,-1.647408,-0.420035,-0.887578,1.024928,-1.708241,0.396262,0.800000,0.603635,-1.000000,0.379787,0.801324,0.618412,-1.000000
6.940000,-0.438378,-0.868802,0.941769,-1.643788,-0.421869,-0.885701,1.016607,-1.701799,0.397129,0.800000,0.602803,-1.000000,0.381541,0.801260,0.616852,-1.000000
6.950000,-0.439142,-0.867625,0.937391,-1.640587,-0.423597,-0.883893,1.008681,-1.695682,0.397883,0.800000,0.602074,-1.000000,0.383193,0.801196,0.615375,-1.000000
6.960000,-0.439792,-0.866618,0.933648,-1.637850,-0.425216,-0.882165,1.001172,-1.689903,0.398525,0.800000,0.601450,-1.000000,0.384742,0.801130,0.613983,-1.000000
6.970000,-0.440327,-0.865782,0.930546,-1.635585,-0.426727,-0.880527,0.994103,-1.684475,0.399053,0.800000,0.600934,-1.000000,0.386187,0.801065,0.612677,-1.000000
6.980000,-0.440744,-0.865123,0.928105,-1.633804,-0.428129,-0.878987,0.987497,-1.679412,0.399465,0.800000,0.600529,-1.000000,0.387527,0.800999,0.611461,-1.000000
6.990000,-0.441044,-0.864647,0.926343,-1.632519,-0.429421,-0.877553,0.981375,-1.674728,0.399762,0.800000,0.600237,-1.000000,0.388761,0.800934,0.610338,-1.000000
7.000000,-0.441225,-0.864359,0.925275,-1.631740,-0.430601,-0.876233,0.975759,-1.670434,0.399940,0.800000,0.600060,-1.000000,0.389887,0.800870,0.609308,-1.000000
7.010000,-0.441285,-0.864261,0.924915,-1.631478,-0.431669,-0.875036,0.970667,-1.666543,0.400000,0.800000,0.600000,-1.000000,0.390906,0.800806,0.608376,-1.000000
7.020000,-0.441270,-0.864288,0.924959,-1.631496,-0.432629,-0.873961,0.966089,-1.663043,0.399985,0.800000,0.600000,-1.000000,0.391819,0.800744,0.607536,-1.000000
7.030000,-0.441225,-0.864371,0.925096,-1.631551,-0.433489,-0.873002,0.961982,-1.659899,0.399940,0.800000,0.600000,-1.000000,0.392635,0.800684,0.606780,-1.000000
7.040000,-0.441149,-0.864509,0.925323,-1.631641,-0.434255,-0.872153,0.958309,-1.657078,0.399866,0.800000,0.600000,-1.000000,0.393362,0.800626,0.606100,-1.000000
7.050000,-0.441044,-0.864702,0.925642,-1.631768,-0.434934,-0.871408,0.955034,-1.654552,0.399762,0.800000,0.600000,-1.000000,0.394004,0.800572,0.605488,-1.000000
7.060000,-0.440909,-0.864950,0.926050,-1.631929,-0.435531,-0.870762,0.952128,-1.652295,0.399628,0.800000,0.600000,-1.000000,0.394568,0.800521,0.604937,-1.000000
7.070000,-0.440744,-0.865252,0.926548,-1.632126,-0.436053,-0.870211,0.949562,-1.650284,0.399465,0.800000,0.600000,-1.000000,0.395059,0.800473,0.604441,-1.000000
7.080000,-0.440550,-0.865607,0.927135,-1.632358,-0.436502,-0.869751,0.947311,-1.648496,0.399274,0.800000,0.600000,-1.000000,0.395481,0.800428,0.603994,-1.000000
7.090000,-0.440327,-0.866017,0.927810,-1.632625,-0.436885,-0.869377,0.945353,-1.646915,0.399053,0.800000,0.600000,-1.000000,0.395838,0.800387,0.603593,-1.000000
7.100000,-0.440074,-0.866479,0.928573,-1.632926,-0.437204,-0.869087,0.943667,-1.645521,0.398803,0.800000,0.600000,-1.000000,0.396135,0.800349,0.603231,-1.000000
7.110000,-0.439792,-0.866994,0.929421,-1.633260,-0.437463,-0.868878,0.942234,-1.644301,0.398525,0.800000,0.600000,-1.000000,0.396374,0.800314,0.602906,-1.000000
7.120000,-0.439482,-0.867561,0.930356,-1.633629,-0.437665,-0.868746,0.941038,-1.643239,0.398218,0.800000,0.600000,-1.000000,0.396558,0.800282,0.602613,-1.000000
7.130000,-0.439142,-0.868180,0.931375,-1.634030,-0.437812,-0.868690,0.940063,-1.642323,0.397883,0.800000,0.600000,-1.000000,0.396690,0.800252,0.602349,-1.000000
7.140000,-0.438774,-0.868849,0.932479,-1.634464,-0.437909,-0.868706,0.939296,-1.641543,0.397520,0.800000,0.600000,-1.000000,0.396772,0.800225,0.602111,-1.000000
7.150000,-0.438377,-0.869564,0.933655,-1.634965,-0.437956,-0.868791,0.938724,-1.640891,0.397129,0.800000,0.600000,-1.000000,0.396806,0.800200,0.601898,-1.000000
7.160000,-0.437952,-0.870324,0.934907,-1.635460,-0.437955,-0.868945,0.938333,-1.640353,0.396709,0.800000,0.600000,-1.000000,0.396796,0.800178,0.601705,-1.000000
7.170000,-0.437499,-0.871137,0.936246,-1.635989,-0.437910,-0.869164,0.938116,-1.639922,0.396262,0.800000,0.600000,-1.000000,0.396741,0.800158,0.601532,-1.000000
7.180000,-0.437018,-0.872002,0.937670,-1.636551,-0.437820,-0.869448,0.938063,-1.639591,0.395788,0.800000,0.600000,-1.000000,0.396645,0.800140,0.601377,-1.000000
7.190000,-0.436508,-0.872917,0.939177,-1.637146,-0.437689,-0.869795,0.938166,-1.639352,0.395286,0.800000,0.600000,-1.000000,0.396508,0.800123,0.601236,-1.000000
7.200000,-0.435971,-0.873883,0.940765,-1.637771,-0.437517,-0.870204,0.938417,-1.639199,0.394756,0.800000,0.600000,-1.000000,0.396332,0.800109,0.601110,-1.000000
7.210000,-0.435406,-0.874897,0.942434,-1.638428,-0.437306,-0.870673,0.938811,-1.639127,0.394200,0.800000,0.600000,-1.000000,0.396117,0.800095,0.600997,-1.000000
7.220000,-0.434813,-0.875959,0.944181,-1.639114,-0.437057,-0.871201,0.939339,-1.639131,0.393617,0.800000,0.600000,-1.000000,0.395866,0.800083,0.600895,-1.000000
7.230000,-0.434193,-0.877069,0.946004,-1.639831,-0.436771,-0.871788,0.939997,-1.639207,0.393006,0.800000,0.600000,-1.000000,0.395579,0.800073,0.600803,-1.000000
7.240000,-0.433540,-0.878231,0.947898,-1.640514,-0.436448,-0.872433,0.940779,-1.639343,0.392369,0.800000,0.600000,-1.000000,0.395257,0.800064,0.600719,-1.000000
7.250000,-0.432864,-0.879426,0.949858,-1.641278,-0.436089,-0.873132,0.941679,-1.639542,0.391706,0.800000,0.600000,-1.000000,0.394901,0.800056,0.600645,-1.000000
7.260000,-0.432160,-0.880666,0.951889,-1.642069,-0.435696,-0.873885,0.942691,-1.639800,0.391016,0.800000,0.600000,-1.000000,0.394511,0.800050,0.600577,-1.000000
7.270000,-0.431430,-0.881948,0.953989,-1.642887,-0.435270,-0.874692,0.943813,-1.640114,0.390299,0.800000,0.600000,-1.000000,0.394089,0.800044,0.600516,-1.000000
7.280000,-0.430672,-0.883273,0.956158,-1.643730,-0.434810,-0.875550,0.945039,-1.640481,0.389557,0.800000,0.600000,-1.000000,0.393635,0.800039,0.600461,-1.000000
7.290000,-0.429886,-0.884640,0.958394,-1.644599,-0.434318,-0.876459,0.946367,-1.640898,0.388789,0.800000,0.600000,-1.000000,0.393149,0.800035,0.600412,-1.000000
7.300000,-0.429074,-0.886049,0.960697,-1.645493,-0.433793,-0.877418,0.947792,-1.641363,0.387995,0.800000,0.600000,-1.000000,0.392632,0.800032,0.600368,-1.000000
7.310000,-0.428236,-0.887498,0.963064,-1.646411,-0.433237,-0.878426,0.949311,-1.641873,0.387175,0.800000,0.600000,-1.000000,0.392086,0.800029,0.600327,-1.000000
7.320000,-0.427370,-0.888986,0.965494,-1.647352,-0.432651,-0.879482,0.950922,-1.642426,0.386330,0.800000,0.600000,-1.000000,0.391509,0.800027,0.600291,-1.000000
7.330000,-0.426477,-0.890514,0.967987,-1.648317,-0.432033,-0.880585,0.952621,-1.643020,0.385459,0.800000,0.600000,-1.000000,0.390903,0.800026,0.600259,-1.000000
7.340000,-0.425558,-0.892081,0.970541,-1.649304,-0.431386,-0.881735,0.954405,-1.643653,0.384563,0.800000,0.600000,-1.000000,0.390268,0.800025,0.600229,-1.000000
7.350000,-0.424613,-0.893685,0.973155,-1.650312,-0.430709,-0.882930,0.956272,-1.644324,0.383643,0.800000,0.600000,-1.000000,0.389604,0.800024,0.600202,-1.000000
7.360000,-0.423641,-0.895326,0.975826,-1.651343,-0.430002,-0.884169,0.958220,-1.645031,0.382697,0.800000,0.600000,-1.000000,0.388913,0.800024,0.600178,-1.000000
7.370000,-0.422643,-0.897004,0.978555,-1.652394,-0.429266,-0.885453,0.960247,-1.645772,0.381726,0.800000,0.600000,-1.000000,0.388193,0.800024,0.600157,-1.000000
7.380000,-0.421618,-0.898717,0.981340,-1.653465,-0.428501,-0.886779,0.962349,-1.646546,0.380731,0.800000,0.600000,-1.000000,0.387446,0.800025,0.600137,-1.000000
7.390000,-0.420567,-0.900465,0.984179,-1.654555,-0.427708,-0.888148,0.964525,-1.647352,0.379712,0.800000,0.600000,-1.000000,0.386671,0.800026,0.600119,-1.000000
7.400000,-0.419491,-0.902247,0.987071,-1.655665,-0.426886,-0.889558,0.966772,-1.648188,0.378668,0.800000,0.600000,-1.000000,0.385870,0.800027,0.600103,-1.000000
7.410000,-0.418388,-0.904063,0.990014,-1.656792,-0.426036,-0.891008,0.969089,-1.649053,0.377600,0.800000,0.600000,-1.000000,0.385042,0.800029,0.600089,-1.000000
7.420000,-0.417259,-0.905911,0.993008,-1.657938,-0.425159,-0.892498,0.971475,-1.649946,0.376508,0.800000,0.600000,-1.000000,0.384188,0.800031,0.600076,-1.000000
7.430000,-0.416104,-0.907791,0.996052,-1.659101,-0.424253,-0.894028,0.973926,-1.650866,0.375392,0.800000,0.600000,-1.000000,0.383307,0.800033,0.600064,-1.000000
7.440000,-0.414924,-0.909702,0.999143,-1.660280,-0.423320,-0.895595,0.976441,-1.651812,0.374253,0.800000,0.600000,-1.000000,0.382401,0.800035,0.600053,-1.000000
7.450000,-0.413718,-0.911644,1.002280,-1.661475,-0.422360,-0.897200,0.979018,-1.652783,0.373090,0.800000,0.600000,-1.000000,0.381469,0.800038,0.600043,-1.000000
7.460000,-0.412486,-0.913616,1.005463,-1.662685,-0.421373,-0.898842,0.981656,-1.653778,0.371903,0.800000,0.600000,-1.000000,0.380511,0.800040,0.600034,-1.000000
7.470000,-0.411229,-0.915617,1.008690,-1.663911,-0.420358,-0.900519,0.984353,-1.654795,0.370693,0.800000,0.600000,-1.000000,0.379528,0.800043,0.600026,-1.000000
7.480000,-0.409946,-0.917646,1.011959,-1.665150,-0.419317,-0.902232,0.987108,-1.655835,0.369461,0.800000,0.600000,-1.000000,0.378520,0.800046,0.600019,-1.000000
7.490000,-0.408638,-0.919702,1.015269,-1.666404,-0.418249,-0.903979,0.989918,-1.656896,0.368205,0.800000,0.600000,-1.000000,0.377488,0.800049,0.600012,-1.000000
7.500000,-0.407305,-0.921786,1.018619,-1.667670,-0.417155,-0.905760,0.992782,-1.657978,0.366926,0.800000,0.600000,-1.000000,0.376431,0.800053,0.600006,-1.000000
7.510000,-0.405946,-0.923895,1.022008,-1.668949,-0.416034,-0.907573,0.995699,-1.659079,0.365625,0.800000,0.600000,-1.000000,0.375349,0.800056,0.600000,-1.000000
7.520000,-0.404562,-0.926030,1.025434,-1.670239,-0.414887,-0.909419,0.998667,-1.660199,0.364301,0.800000,0.600000,-1.000000,0.374243,0.800060,0.599995,-1.000000
7.530000,-0.403153,-0.928189,1.028896,-1.671541,-0.413713,-0.911296,1.001684,-1.661338,0.362955,0.800000,0.600000,-1.000000,0.373113,0.800063,0.599990,-1.000000
7.540000,-0.401719,-0.930373,1.032393,-1.672854,-0.412514,-0.913204,1.004750,-1.662493,0.361587,0.800000,0.600000,-1.000000,0.371959,0.800067,0.599986,-1.000000
7.550000,-0.400260,-0.932580,1.035923,-1.674177,-0.411289,-0.915141,1.007862,-1.663666,0.360197,0.800000,0.600000,-1.000000,0.370782,0.800071,0.599982,-1.000000
7.560000,-0.398777,-0.934809,1.039485,-1.675510,-0.410037,-0.917108,1.011019,-1.664854,0.358784,0.800000,0.600000,-1.000000,0.369581,0.800075,0.599978,-1.000000
7.570000,-0.397268,-0.937060,1.043079,-1.676852,-0.408760,-0.919103,1.014220,-1.666057,0.357350,0.800000,0.600000,-1.000000,0.368356,0.800079,0.599975,-1.000000
7.580000,-0.395735,-0.939332,1.046702,-1.678203,-0.407458,-0.921126,1.017463,-1.667276,0.355895,0.800000,0.600000,-1.000000,0.367109,0.800083,0.599971,-1.000000
7.590000,-0.394177,-0.941625,1.050354,-1.679561,-0.406130,-0.923176,1.020747,-1.668508,0.354418,0.800000,0.600000,-1.000000,0.365838,0.800087,0.599969,-1.000000
7.600000,-0.392594,-0.943937,1.054033,-1.680927,-0.404776,-0.925252,1.024071,-1.669753,0.352919,0.800000,0.600000,-1.000000,0.364545,0.800091,0.599966,-1.000000
7.610000,-0.390987,-0.946268,1.057738,-1.682301,-0.403397,-0.927354,1.027433,-1.671012,0.351400,0.800000,0.600000,-1.000000,0.363229,0.800095,0.599963,-1.000000
7.620000,-0.389356,-0.948618,1.061468,-1.683680,-0.401993,-0.929480,1.030832,-1.672282,0.349860,0.800000,0.600000,-1.000000,0.361891,0.800100,0.599961,-1.000000
